date,hostname,metrics,value,ds
2023-11-15,GTI_GU21_UPSA1,max,57698.0,20231115
2023-11-15,GTI_GU21_UPSA1,min,55598.0,20231115
2023-11-15,GTI_GU21_UPSA1,avg,56482.73,20231115
2023-11-15,GTI_GU21_UPSA1,median,56498.0,20231115
2023-11-15,GTI_GU21_UPSA3,max,57499.0,20231115
2023-11-15,GTI_GU21_UPSA3,min,55098.0,20231115
2023-11-15,GTI_GU21_UPSA3,avg,56071.59,20231115
2023-11-15,GTI_GU21_UPSA3,median,56098.0,20231115
2023-11-15,GTI_GU21_UPSB2,max,57398.0,20231115
2023-11-15,GTI_GU21_UPSB2,min,54098.0,20231115
2023-11-15,GTI_GU21_UPSB2,avg,55681.66,20231115
2023-11-15,GTI_GU21_UPSB2,median,55699.0,20231115
2023-11-15,GTI_GU41_UPSB1,max,146000.0,20231115
2023-11-15,GTI_GU41_UPSB1,min,138000.0,20231115
2023-11-15,GTI_GU41_UPSB1,avg,141103.94,20231115
2023-11-15,GTI_GU41_UPSB1,median,141000.0,20231115
2023-11-15,GTI_GU21_UPSA2,max,58199.0,20231115
2023-11-15,GTI_GU21_UPSA2,min,55998.0,20231115
2023-11-15,GTI_GU21_UPSA2,avg,56970.64,20231115
2023-11-15,GTI_GU21_UPSA2,median,56998.0,20231115
2023-11-15,GTI_GU41_UPSB2,max,144000.0,20231115
2023-11-15,GTI_GU41_UPSB2,min,135000.0,20231115
2023-11-15,GTI_GU41_UPSB2,avg,138186.34,20231115
2023-11-15,GTI_GU41_UPSB2,median,138000.0,20231115
2023-11-15,GTI_GU21_UPSB1,max,55498.0,20231115
2023-11-15,GTI_GU21_UPSB1,min,52499.0,20231115
2023-11-15,GTI_GU21_UPSB1,avg,53965.35,20231115
2023-11-15,GTI_GU21_UPSB1,median,53999.0,20231115
2023-11-15,GTI_GU21_UPSB3,max,57999.0,20231115
2023-11-15,GTI_GU21_UPSB3,min,54698.0,20231115
2023-11-15,GTI_GU21_UPSB3,avg,56301.8,20231115
2023-11-15,GTI_GU21_UPSB3,median,56299.0,20231115
2023-11-15,GTI_GU41_UPSA1,max,146000.0,20231115
2023-11-15,GTI_GU41_UPSA1,min,138000.0,20231115
2023-11-15,GTI_GU41_UPSA1,avg,140370.49,20231115
2023-11-15,GTI_GU41_UPSA1,median,140000.0,20231115
2023-11-15,GTI_GU41_UPSA2,max,143000.0,20231115
2023-11-15,GTI_GU41_UPSA2,min,136000.0,20231115
2023-11-15,GTI_GU41_UPSA2,avg,138186.69,20231115
2023-11-15,GTI_GU41_UPSA2,median,138000.0,20231115
2023-05-09,GTI_GU21_UPSA2,max,69999.0,20230509
2023-05-09,GTI_GU21_UPSA2,min,66599.0,20230509
2023-05-09,GTI_GU21_UPSA2,avg,67981.42,20230509
2023-05-09,GTI_GU21_UPSA2,median,67899.0,20230509
2023-05-09,GTI_GU21_UPSA3,max,69099.0,20230509
2023-05-09,GTI_GU21_UPSA3,min,65798.0,20230509
2023-05-09,GTI_GU21_UPSA3,avg,67130.16,20230509
2023-05-09,GTI_GU21_UPSA3,median,67098.0,20230509
2023-05-09,GTI_GU21_UPSB2,max,70499.0,20230509
2023-05-09,GTI_GU21_UPSB2,min,67198.0,20230509
2023-05-09,GTI_GU21_UPSB2,avg,68575.34,20230509
2023-05-09,GTI_GU21_UPSB2,median,68598.0,20230509
2023-05-09,GTI_GU21_UPSA1,max,69599.0,20230509
2023-05-09,GTI_GU21_UPSA1,min,66398.0,20230509
2023-05-09,GTI_GU21_UPSA1,avg,67570.25,20230509
2023-05-09,GTI_GU21_UPSA1,median,67499.0,20230509
2023-05-09,GTI_GU41_UPSA1,max,121000.0,20230509
2023-05-09,GTI_GU41_UPSA1,min,117000.0,20230509
2023-05-09,GTI_GU41_UPSA1,avg,118668.13,20230509
2023-05-09,GTI_GU41_UPSA1,median,119000.0,20230509
2023-05-09,GTI_GU41_UPSA2,max,123000.0,20230509
2023-05-09,GTI_GU41_UPSA2,min,119000.0,20230509
2023-05-09,GTI_GU41_UPSA2,avg,120804.4,20230509
2023-05-09,GTI_GU41_UPSA2,median,121000.0,20230509
2023-05-09,GTI_GU21_UPSB1,max,68398.0,20230509
2023-05-09,GTI_GU21_UPSB1,min,65498.0,20230509
2023-05-09,GTI_GU21_UPSB1,avg,66751.45,20230509
2023-05-09,GTI_GU21_UPSB1,median,66699.0,20230509
2023-05-09,GTI_GU21_UPSB3,max,70799.0,20230509
2023-05-09,GTI_GU21_UPSB3,min,67899.0,20230509
2023-05-09,GTI_GU21_UPSB3,avg,69111.18,20230509
2023-05-09,GTI_GU21_UPSB3,median,69098.0,20230509
2023-05-09,GTI_GU41_UPSB1,max,121000.0,20230509
2023-05-09,GTI_GU41_UPSB1,min,118000.0,20230509
2023-05-09,GTI_GU41_UPSB1,avg,119170.74,20230509
2023-05-09,GTI_GU41_UPSB1,median,119000.0,20230509
2023-05-09,GTI_GU41_UPSB2,max,119000.0,20230509
2023-05-09,GTI_GU41_UPSB2,min,115000.0,20230509
2023-05-09,GTI_GU41_UPSB2,avg,116488.89,20230509
2023-05-09,GTI_GU41_UPSB2,median,117000.0,20230509
2023-01-08,GTI_GU21_UPSA1,max,69598.0,20230108
2023-01-08,GTI_GU21_UPSA1,min,66399.0,20230108
2023-01-08,GTI_GU21_UPSA1,avg,67637.34,20230108
2023-01-08,GTI_GU21_UPSA1,median,67599.0,20230108
2023-01-08,GTI_GU21_UPSA2,max,69899.0,20230108
2023-01-08,GTI_GU21_UPSA2,min,66698.0,20230108
2023-01-08,GTI_GU21_UPSA2,avg,68015.69,20230108
2023-01-08,GTI_GU21_UPSA2,median,67998.0,20230108
2023-01-08,GTI_GU21_UPSB2,max,69398.0,20230108
2023-01-08,GTI_GU21_UPSB2,min,67098.0,20230108
2023-01-08,GTI_GU21_UPSB2,avg,68002.75,20230108
2023-01-08,GTI_GU21_UPSB2,median,67998.0,20230108
2023-01-08,GTI_GU21_UPSA3,max,68899.0,20230108
2023-01-08,GTI_GU21_UPSA3,min,65998.0,20230108
2023-01-08,GTI_GU21_UPSA3,avg,67299.12,20230108
2023-01-08,GTI_GU21_UPSA3,median,67298.0,20230108
2023-01-08,GTI_GU21_UPSB1,max,67498.0,20230108
2023-01-08,GTI_GU21_UPSB1,min,65171.0,20230108
2023-01-08,GTI_GU21_UPSB1,avg,66140.03,20230108
2023-01-08,GTI_GU21_UPSB1,median,66099.0,20230108
2023-01-08,GTI_GU21_UPSB3,max,69999.0,20230108
2023-01-08,GTI_GU21_UPSB3,min,67498.0,20230108
2023-01-08,GTI_GU21_UPSB3,avg,68470.8,20230108
2023-01-08,GTI_GU21_UPSB3,median,68498.0,20230108
2023-01-08,GTI_GU41_UPSA1,max,117000.0,20230108
2023-01-08,GTI_GU41_UPSA1,min,113000.0,20230108
2023-01-08,GTI_GU41_UPSA1,avg,113994.44,20230108
2023-01-08,GTI_GU41_UPSA1,median,114000.0,20230108
2023-01-08,GTI_GU41_UPSA2,max,115000.0,20230108
2023-01-08,GTI_GU41_UPSA2,min,111000.0,20230108
2023-01-08,GTI_GU41_UPSA2,avg,112055.79,20230108
2023-01-08,GTI_GU41_UPSA2,median,112000.0,20230108
2023-01-08,GTI_GU41_UPSB1,max,116000.0,20230108
2023-01-08,GTI_GU41_UPSB1,min,112000.0,20230108
2023-01-08,GTI_GU41_UPSB1,avg,113269.79,20230108
2023-01-08,GTI_GU41_UPSB1,median,113000.0,20230108
2023-01-08,GTI_GU41_UPSB2,max,113000.0,20230108
2023-01-08,GTI_GU41_UPSB2,min,110000.0,20230108
2023-01-08,GTI_GU41_UPSB2,avg,110733.56,20230108
2023-01-08,GTI_GU41_UPSB2,median,111000.0,20230108
2023-07-14,GTI_GU21_UPSA1,max,69398.0,20230714
2023-07-14,GTI_GU21_UPSA1,min,66198.0,20230714
2023-07-14,GTI_GU21_UPSA1,avg,67449.33,20230714
2023-07-14,GTI_GU21_UPSA1,median,67399.0,20230714
2023-07-14,GTI_GU21_UPSA3,max,68799.0,20230714
2023-07-14,GTI_GU21_UPSA3,min,65598.0,20230714
2023-07-14,GTI_GU21_UPSA3,avg,67008.68,20230714
2023-07-14,GTI_GU21_UPSA3,median,66999.0,20230714
2023-07-14,GTI_GU21_UPSB2,max,67599.0,20230714
2023-07-14,GTI_GU21_UPSB2,min,65098.0,20230714
2023-07-14,GTI_GU21_UPSB2,avg,66175.68,20230714
2023-07-14,GTI_GU21_UPSB2,median,66198.0,20230714
2023-07-14,GTI_GU21_UPSB3,max,68198.0,20230714
2023-07-14,GTI_GU21_UPSB3,min,65498.0,20230714
2023-07-14,GTI_GU21_UPSB3,avg,66703.44,20230714
2023-07-14,GTI_GU21_UPSB3,median,66698.0,20230714
2023-07-14,GTI_GU41_UPSA2,max,130000.0,20230714
2023-07-14,GTI_GU41_UPSA2,min,126000.0,20230714
2023-07-14,GTI_GU41_UPSA2,avg,127689.0,20230714
2023-07-14,GTI_GU41_UPSA2,median,128000.0,20230714
2023-07-14,GTI_GU41_UPSB2,max,126000.0,20230714
2023-07-14,GTI_GU41_UPSB2,min,122000.0,20230714
2023-07-14,GTI_GU41_UPSB2,avg,123899.31,20230714
2023-07-14,GTI_GU41_UPSB2,median,124000.0,20230714
2023-07-14,GTI_GU21_UPSA2,max,69499.0,20230714
2023-07-14,GTI_GU21_UPSA2,min,66398.0,20230714
2023-07-14,GTI_GU21_UPSA2,avg,67882.57,20230714
2023-07-14,GTI_GU21_UPSA2,median,67898.0,20230714
2023-07-14,GTI_GU21_UPSB1,max,65799.0,20230714
2023-07-14,GTI_GU21_UPSB1,min,63099.0,20230714
2023-07-14,GTI_GU21_UPSB1,avg,64236.86,20230714
2023-07-14,GTI_GU21_UPSB1,median,64199.0,20230714
2023-07-14,GTI_GU41_UPSA1,max,128000.0,20230714
2023-07-14,GTI_GU41_UPSA1,min,124000.0,20230714
2023-07-14,GTI_GU41_UPSA1,avg,125503.36,20230714
2023-07-14,GTI_GU41_UPSA1,median,125000.0,20230714
2023-07-14,GTI_GU41_UPSB1,max,130000.0,20230714
2023-07-14,GTI_GU41_UPSB1,min,125000.0,20230714
2023-07-14,GTI_GU41_UPSB1,avg,126670.95,20230714
2023-07-14,GTI_GU41_UPSB1,median,127000.0,20230714
2023-01-16,GTI_GU21_UPSB1,max,69798.0,20230116
2023-01-16,GTI_GU21_UPSB1,min,66198.0,20230116
2023-01-16,GTI_GU21_UPSB1,avg,67742.72,20230116
2023-01-16,GTI_GU21_UPSB1,median,67898.0,20230116
2023-01-16,GTI_GU21_UPSA1,max,68698.0,20230116
2023-01-16,GTI_GU21_UPSA1,min,65299.0,20230116
2023-01-16,GTI_GU21_UPSA1,avg,67032.52,20230116
2023-01-16,GTI_GU21_UPSA1,median,67099.0,20230116
2023-01-16,GTI_GU21_UPSB3,max,72398.0,20230116
2023-01-16,GTI_GU21_UPSB3,min,68598.0,20230116
2023-01-16,GTI_GU21_UPSB3,avg,70086.18,20230116
2023-01-16,GTI_GU21_UPSB3,median,70199.0,20230116
2023-01-16,GTI_GU41_UPSA1,max,116000.0,20230116
2023-01-16,GTI_GU41_UPSA1,min,112000.0,20230116
2023-01-16,GTI_GU41_UPSA1,avg,113377.08,20230116
2023-01-16,GTI_GU41_UPSA1,median,113000.0,20230116
2023-01-16,GTI_GU41_UPSB1,max,115000.0,20230116
2023-01-16,GTI_GU41_UPSB1,min,112000.0,20230116
2023-01-16,GTI_GU41_UPSB1,avg,112907.75,20230116
2023-01-16,GTI_GU41_UPSB1,median,113000.0,20230116
2023-01-16,GTI_GU21_UPSA2,max,69198.0,20230116
2023-01-16,GTI_GU21_UPSA2,min,65798.0,20230116
2023-01-16,GTI_GU21_UPSA2,avg,67407.59,20230116
2023-01-16,GTI_GU21_UPSA2,median,67499.0,20230116
2023-01-16,GTI_GU21_UPSA3,max,68899.0,20230116
2023-01-16,GTI_GU21_UPSA3,min,64898.0,20230116
2023-01-16,GTI_GU21_UPSA3,avg,66709.25,20230116
2023-01-16,GTI_GU21_UPSA3,median,66799.0,20230116
2023-01-16,GTI_GU21_UPSB2,max,71498.0,20230116
2023-01-16,GTI_GU21_UPSB2,min,67799.0,20230116
2023-01-16,GTI_GU21_UPSB2,avg,69636.03,20230116
2023-01-16,GTI_GU21_UPSB2,median,69798.0,20230116
2023-01-16,GTI_GU41_UPSA2,max,114000.0,20230116
2023-01-16,GTI_GU41_UPSA2,min,111000.0,20230116
2023-01-16,GTI_GU41_UPSA2,avg,111563.08,20230116
2023-01-16,GTI_GU41_UPSA2,median,112000.0,20230116
2023-01-16,GTI_GU41_UPSB2,max,112000.0,20230116
2023-01-16,GTI_GU41_UPSB2,min,109000.0,20230116
2023-01-16,GTI_GU41_UPSB2,avg,110247.22,20230116
2023-01-16,GTI_GU41_UPSB2,median,110000.0,20230116
2023-07-03,GTI_GU21_UPSA2,max,70399.0,20230703
2023-07-03,GTI_GU21_UPSA2,min,65699.0,20230703
2023-07-03,GTI_GU21_UPSA2,avg,68394.46,20230703
2023-07-03,GTI_GU21_UPSA2,median,68698.0,20230703
2023-07-03,GTI_GU21_UPSB1,max,65398.0,20230703
2023-07-03,GTI_GU21_UPSB1,min,61799.0,20230703
2023-07-03,GTI_GU21_UPSB1,avg,63657.81,20230703
2023-07-03,GTI_GU21_UPSB1,median,63998.0,20230703
2023-07-03,GTI_GU21_UPSB2,max,67199.0,20230703
2023-07-03,GTI_GU21_UPSB2,min,63599.0,20230703
2023-07-03,GTI_GU21_UPSB2,avg,65504.86,20230703
2023-07-03,GTI_GU21_UPSB2,median,65799.0,20230703
2023-07-03,GTI_GU21_UPSA1,max,69899.0,20230703
2023-07-03,GTI_GU21_UPSA1,min,65298.0,20230703
2023-07-03,GTI_GU21_UPSA1,avg,67955.83,20230703
2023-07-03,GTI_GU21_UPSA1,median,68199.0,20230703
2023-07-03,GTI_GU21_UPSA3,max,69398.0,20230703
2023-07-03,GTI_GU21_UPSA3,min,64898.0,20230703
2023-07-03,GTI_GU21_UPSA3,avg,67502.57,20230703
2023-07-03,GTI_GU21_UPSA3,median,67798.0,20230703
2023-07-03,GTI_GU21_UPSB3,max,67699.0,20230703
2023-07-03,GTI_GU21_UPSB3,min,63899.0,20230703
2023-07-03,GTI_GU21_UPSB3,avg,66025.55,20230703
2023-07-03,GTI_GU21_UPSB3,median,66299.0,20230703
2023-07-03,GTI_GU41_UPSA1,max,128000.0,20230703
2023-07-03,GTI_GU41_UPSA1,min,124000.0,20230703
2023-07-03,GTI_GU41_UPSA1,avg,125805.79,20230703
2023-07-03,GTI_GU41_UPSA1,median,126000.0,20230703
2023-07-03,GTI_GU41_UPSA2,max,130000.0,20230703
2023-07-03,GTI_GU41_UPSA2,min,126000.0,20230703
2023-07-03,GTI_GU41_UPSA2,avg,128026.04,20230703
2023-07-03,GTI_GU41_UPSA2,median,128000.0,20230703
2023-07-03,GTI_GU41_UPSB1,max,130000.0,20230703
2023-07-03,GTI_GU41_UPSB1,min,125000.0,20230703
2023-07-03,GTI_GU41_UPSB1,avg,126780.56,20230703
2023-07-03,GTI_GU41_UPSB1,median,127000.0,20230703
2023-07-03,GTI_GU41_UPSB2,max,126000.0,20230703
2023-07-03,GTI_GU41_UPSB2,min,122000.0,20230703
2023-07-03,GTI_GU41_UPSB2,avg,124031.37,20230703
2023-07-03,GTI_GU41_UPSB2,median,124000.0,20230703
2022-12-23,GTI_GU21_UPSA1,max,69399.0,20221223
2022-12-23,GTI_GU21_UPSA1,min,65799.0,20221223
2022-12-23,GTI_GU21_UPSA1,avg,67258.63,20221223
2022-12-23,GTI_GU21_UPSA1,median,67298.0,20221223
2022-12-23,GTI_GU21_UPSA2,max,69898.0,20221223
2022-12-23,GTI_GU21_UPSA2,min,66198.0,20221223
2022-12-23,GTI_GU21_UPSA2,avg,67647.57,20221223
2022-12-23,GTI_GU21_UPSA2,median,67698.0,20221223
2022-12-23,GTI_GU21_UPSB1,max,69898.0,20221223
2022-12-23,GTI_GU21_UPSB1,min,66099.0,20221223
2022-12-23,GTI_GU21_UPSB1,avg,67678.18,20221223
2022-12-23,GTI_GU21_UPSB1,median,67699.0,20221223
2022-12-23,GTI_GU21_UPSB2,max,71399.0,20221223
2022-12-23,GTI_GU21_UPSB2,min,67899.0,20221223
2022-12-23,GTI_GU21_UPSB2,avg,69565.0,20221223
2022-12-23,GTI_GU21_UPSB2,median,69598.0,20221223
2022-12-23,GTI_GU41_UPSA2,max,116000.0,20221223
2022-12-23,GTI_GU41_UPSA2,min,111000.0,20221223
2022-12-23,GTI_GU41_UPSA2,avg,112741.78,20221223
2022-12-23,GTI_GU41_UPSA2,median,113000.0,20221223
2022-12-23,GTI_GU41_UPSB1,max,116000.0,20221223
2022-12-23,GTI_GU41_UPSB1,min,112000.0,20221223
2022-12-23,GTI_GU41_UPSB1,avg,113880.44,20221223
2022-12-23,GTI_GU41_UPSB1,median,114000.0,20221223
2022-12-23,GTI_GU41_UPSB2,max,113000.0,20221223
2022-12-23,GTI_GU41_UPSB2,min,110000.0,20221223
2022-12-23,GTI_GU41_UPSB2,avg,111135.07,20221223
2022-12-23,GTI_GU41_UPSB2,median,111000.0,20221223
2022-12-23,GTI_GU21_UPSA3,max,69098.0,20221223
2022-12-23,GTI_GU21_UPSA3,min,65499.0,20221223
2022-12-23,GTI_GU21_UPSA3,avg,66909.5,20221223
2022-12-23,GTI_GU21_UPSA3,median,66899.0,20221223
2022-12-23,GTI_GU21_UPSB3,max,71798.0,20221223
2022-12-23,GTI_GU21_UPSB3,min,68398.0,20221223
2022-12-23,GTI_GU21_UPSB3,avg,70021.55,20221223
2022-12-23,GTI_GU21_UPSB3,median,69999.0,20221223
2022-12-23,GTI_GU41_UPSA1,max,117000.0,20221223
2022-12-23,GTI_GU41_UPSA1,min,113000.0,20221223
2022-12-23,GTI_GU41_UPSA1,avg,114670.25,20221223
2022-12-23,GTI_GU41_UPSA1,median,115000.0,20221223
2023-10-26,GTI_GU21_UPSA1,max,60298.0,20231026
2023-10-26,GTI_GU21_UPSA1,min,57298.0,20231026
2023-10-26,GTI_GU21_UPSA1,avg,58653.62,20231026
2023-10-26,GTI_GU21_UPSA1,median,58599.0,20231026
2023-10-26,GTI_GU21_UPSA3,max,59898.0,20231026
2023-10-26,GTI_GU21_UPSA3,min,56799.0,20231026
2023-10-26,GTI_GU21_UPSA3,avg,58258.78,20231026
2023-10-26,GTI_GU21_UPSA3,median,58298.0,20231026
2023-10-26,GTI_GU21_UPSB1,max,55699.0,20231026
2023-10-26,GTI_GU21_UPSB1,min,53099.0,20231026
2023-10-26,GTI_GU21_UPSB1,avg,54205.84,20231026
2023-10-26,GTI_GU21_UPSB1,median,54199.0,20231026
2023-10-26,GTI_GU21_UPSB2,max,57499.0,20231026
2023-10-26,GTI_GU21_UPSB2,min,54898.0,20231026
2023-10-26,GTI_GU21_UPSB2,avg,55972.08,20231026
2023-10-26,GTI_GU21_UPSB2,median,55899.0,20231026
2023-10-26,GTI_GU21_UPSB3,max,58399.0,20231026
2023-10-26,GTI_GU21_UPSB3,min,55399.0,20231026
2023-10-26,GTI_GU21_UPSB3,avg,56589.27,20231026
2023-10-26,GTI_GU21_UPSB3,median,56598.0,20231026
2023-10-26,GTI_GU41_UPSA1,max,145000.0,20231026
2023-10-26,GTI_GU41_UPSA1,min,137000.0,20231026
2023-10-26,GTI_GU41_UPSA1,avg,139220.6,20231026
2023-10-26,GTI_GU41_UPSA1,median,139000.0,20231026
2023-10-26,GTI_GU21_UPSA2,max,60599.0,20231026
2023-10-26,GTI_GU21_UPSA2,min,57699.0,20231026
2023-10-26,GTI_GU21_UPSA2,avg,59123.31,20231026
2023-10-26,GTI_GU21_UPSA2,median,59099.0,20231026
2023-10-26,GTI_GU41_UPSA2,max,143000.0,20231026
2023-10-26,GTI_GU41_UPSA2,min,135000.0,20231026
2023-10-26,GTI_GU41_UPSA2,avg,137057.87,20231026
2023-10-26,GTI_GU41_UPSA2,median,137000.0,20231026
2023-10-26,GTI_GU41_UPSB1,max,147000.0,20231026
2023-10-26,GTI_GU41_UPSB1,min,138000.0,20231026
2023-10-26,GTI_GU41_UPSB1,avg,140360.19,20231026
2023-10-26,GTI_GU41_UPSB1,median,140000.0,20231026
2023-10-26,GTI_GU41_UPSB2,max,143000.0,20231026
2023-10-26,GTI_GU41_UPSB2,min,135000.0,20231026
2023-10-26,GTI_GU41_UPSB2,avg,137452.31,20231026
2023-10-26,GTI_GU41_UPSB2,median,137000.0,20231026
2022-11-08,GTI_GU21_UPSA1,max,70799.0,20221108
2022-11-08,GTI_GU21_UPSA1,min,68099.0,20221108
2022-11-08,GTI_GU21_UPSA1,avg,69211.19,20221108
2022-11-08,GTI_GU21_UPSA1,median,69198.0,20221108
2022-11-08,GTI_GU21_UPSA3,max,69999.0,20221108
2022-11-08,GTI_GU21_UPSA3,min,67698.0,20221108
2022-11-08,GTI_GU21_UPSA3,avg,68845.77,20221108
2022-11-08,GTI_GU21_UPSA3,median,68799.0,20221108
2022-11-08,GTI_GU21_UPSB2,max,69599.0,20221108
2022-11-08,GTI_GU21_UPSB2,min,65698.0,20221108
2022-11-08,GTI_GU21_UPSB2,avg,67526.36,20221108
2022-11-08,GTI_GU21_UPSB2,median,67598.0,20221108
2022-11-08,GTI_GU21_UPSB3,max,69799.0,20221108
2022-11-08,GTI_GU21_UPSB3,min,66298.0,20221108
2022-11-08,GTI_GU21_UPSB3,avg,68038.4,20221108
2022-11-08,GTI_GU21_UPSB3,median,68099.0,20221108
2022-11-08,GTI_GU41_UPSB1,max,107000.0,20221108
2022-11-08,GTI_GU41_UPSB1,min,102000.0,20221108
2022-11-08,GTI_GU41_UPSB1,avg,103283.68,20221108
2022-11-08,GTI_GU41_UPSB1,median,103000.0,20221108
2022-11-08,GTI_GU41_UPSB2,max,109000.0,20221108
2022-11-08,GTI_GU41_UPSB2,min,104000.0,20221108
2022-11-08,GTI_GU41_UPSB2,avg,104909.09,20221108
2022-11-08,GTI_GU41_UPSB2,median,105000.0,20221108
2022-11-08,GTI_GU21_UPSA2,max,71099.0,20221108
2022-11-08,GTI_GU21_UPSA2,min,68598.0,20221108
2022-11-08,GTI_GU21_UPSA2,avg,69598.83,20221108
2022-11-08,GTI_GU21_UPSA2,median,69598.0,20221108
2022-11-08,GTI_GU21_UPSB1,max,67499.0,20221108
2022-11-08,GTI_GU21_UPSB1,min,64098.0,20221108
2022-11-08,GTI_GU21_UPSB1,avg,65787.75,20221108
2022-11-08,GTI_GU21_UPSB1,median,65898.0,20221108
2022-11-08,GTI_GU41_UPSA1,max,107000.0,20221108
2022-11-08,GTI_GU41_UPSA1,min,102000.0,20221108
2022-11-08,GTI_GU41_UPSA1,avg,103792.61,20221108
2022-11-08,GTI_GU41_UPSA1,median,104000.0,20221108
2022-11-08,GTI_GU41_UPSA2,max,110000.0,20221108
2022-11-08,GTI_GU41_UPSA2,min,104000.0,20221108
2022-11-08,GTI_GU41_UPSA2,avg,105964.69,20221108
2022-11-08,GTI_GU41_UPSA2,median,106000.0,20221108
2023-09-07,GTI_GU21_UPSA3,max,63198.0,20230907
2023-09-07,GTI_GU21_UPSA3,min,60298.0,20230907
2023-09-07,GTI_GU21_UPSA3,avg,61682.43,20230907
2023-09-07,GTI_GU21_UPSA3,median,61698.0,20230907
2023-09-07,GTI_GU21_UPSB1,max,60398.0,20230907
2023-09-07,GTI_GU21_UPSB1,min,57998.0,20230907
2023-09-07,GTI_GU21_UPSB1,avg,59006.57,20230907
2023-09-07,GTI_GU21_UPSB1,median,58998.0,20230907
2023-09-07,GTI_GU21_UPSB2,max,62098.0,20230907
2023-09-07,GTI_GU21_UPSB2,min,59798.0,20230907
2023-09-07,GTI_GU21_UPSB2,avg,60857.85,20230907
2023-09-07,GTI_GU21_UPSB2,median,60799.0,20230907
2023-09-07,GTI_GU21_UPSA1,max,63899.0,20230907
2023-09-07,GTI_GU21_UPSA1,min,60798.0,20230907
2023-09-07,GTI_GU21_UPSA1,avg,62140.15,20230907
2023-09-07,GTI_GU21_UPSA1,median,62099.0,20230907
2023-09-07,GTI_GU21_UPSB3,max,62799.0,20230907
2023-09-07,GTI_GU21_UPSB3,min,60398.0,20230907
2023-09-07,GTI_GU21_UPSB3,avg,61402.83,20230907
2023-09-07,GTI_GU21_UPSB3,median,61398.0,20230907
2023-09-07,GTI_GU41_UPSA2,max,143000.0,20230907
2023-09-07,GTI_GU41_UPSA2,min,136000.0,20230907
2023-09-07,GTI_GU41_UPSA2,avg,137887.69,20230907
2023-09-07,GTI_GU41_UPSA2,median,138000.0,20230907
2023-09-07,GTI_GU21_UPSA2,max,64198.0,20230907
2023-09-07,GTI_GU21_UPSA2,min,61398.0,20230907
2023-09-07,GTI_GU21_UPSA2,avg,62708.11,20230907
2023-09-07,GTI_GU21_UPSA2,median,62699.0,20230907
2023-09-07,GTI_GU41_UPSA1,max,145000.0,20230907
2023-09-07,GTI_GU41_UPSA1,min,139000.0,20230907
2023-09-07,GTI_GU41_UPSA1,avg,140154.34,20230907
2023-09-07,GTI_GU41_UPSA1,median,140000.0,20230907
2023-09-07,GTI_GU41_UPSB1,max,144000.0,20230907
2023-09-07,GTI_GU41_UPSB1,min,136000.0,20230907
2023-09-07,GTI_GU41_UPSB1,avg,139018.18,20230907
2023-09-07,GTI_GU41_UPSB1,median,139000.0,20230907
2023-09-07,GTI_GU41_UPSB2,max,146000.0,20230907
2023-09-07,GTI_GU41_UPSB2,min,138000.0,20230907
2023-09-07,GTI_GU41_UPSB2,avg,140629.66,20230907
2023-09-07,GTI_GU41_UPSB2,median,141000.0,20230907
2023-11-09,GTI_GU21_UPSA1,max,58299.0,20231109
2023-11-09,GTI_GU21_UPSA1,min,55198.0,20231109
2023-11-09,GTI_GU21_UPSA1,avg,56764.1,20231109
2023-11-09,GTI_GU21_UPSA1,median,56798.0,20231109
2023-11-09,GTI_GU21_UPSA3,max,57899.0,20231109
2023-11-09,GTI_GU21_UPSA3,min,54898.0,20231109
2023-11-09,GTI_GU21_UPSA3,avg,56360.24,20231109
2023-11-09,GTI_GU21_UPSA3,median,56398.0,20231109
2023-11-09,GTI_GU21_UPSB1,max,54998.0,20231109
2023-11-09,GTI_GU21_UPSB1,min,52098.0,20231109
2023-11-09,GTI_GU21_UPSB1,avg,53281.72,20231109
2023-11-09,GTI_GU21_UPSB1,median,53298.0,20231109
2023-11-09,GTI_GU21_UPSB2,max,56699.0,20231109
2023-11-09,GTI_GU21_UPSB2,min,53898.0,20231109
2023-11-09,GTI_GU21_UPSB2,avg,55032.44,20231109
2023-11-09,GTI_GU21_UPSB2,median,54999.0,20231109
2023-11-09,GTI_GU41_UPSA2,max,143000.0,20231109
2023-11-09,GTI_GU41_UPSA2,min,136000.0,20231109
2023-11-09,GTI_GU41_UPSA2,avg,137622.77,20231109
2023-11-09,GTI_GU41_UPSA2,median,138000.0,20231109
2023-11-09,GTI_GU41_UPSB1,max,147000.0,20231109
2023-11-09,GTI_GU41_UPSB1,min,139000.0,20231109
2023-11-09,GTI_GU41_UPSB1,avg,140826.27,20231109
2023-11-09,GTI_GU41_UPSB1,median,141000.0,20231109
2023-11-09,GTI_GU21_UPSA2,max,58699.0,20231109
2023-11-09,GTI_GU21_UPSA2,min,55698.0,20231109
2023-11-09,GTI_GU21_UPSA2,avg,57275.03,20231109
2023-11-09,GTI_GU21_UPSA2,median,57299.0,20231109
2023-11-09,GTI_GU21_UPSB3,max,57199.0,20231109
2023-11-09,GTI_GU21_UPSB3,min,54498.0,20231109
2023-11-09,GTI_GU21_UPSB3,avg,55668.18,20231109
2023-11-09,GTI_GU21_UPSB3,median,55698.0,20231109
2023-11-09,GTI_GU41_UPSA1,max,145000.0,20231109
